Asylum,Latitude,Longitude,Country,Year,
10,-6.2088,106.8456,Indonesia,2023,
53,53.3498,-6.2603,Ireland,2023,
285,31.7683,35.2137,Israel,2023,
239,41.9028,12.4964,Italy,2023,
0,35.6895,139.6917,Japan,2023,
12,51.1694,71.4491,Kazakhstan,2023,
1069,37.5665,126.978,South Korea,2023,
0,47.141,9.5215,Liechtenstein,2023,
5,49.6117,6.1319,Luxembourg,2023,
0,56.9496,24.1052,Latvia,2023,
0,18.0735,-15.9582,Mauritania,2023,
5,47.0105,28.8638,Moldova,2023,
65,19.4326,-99.1332,Mexico,2023,
20,3.139,101.6869,Malaysia,2023,
0,47.8864,106.9057,Mongolia,2023,
0,35.8997,14.5147,Malta,2023,
196,52.3676,4.9041,Netherlands,2023,
18,59.9139,10.7522,Norway,2023,
126,-41.2865,174.7762,New Zealand,2023,
17,33.6844,73.0479,Pakistan,2023,
13,-12.0464,-77.0428,Peru,2023,
5,14.5995,120.9842,Philippines,2023,
10,52.2297,21.0122,Poland,2023,
13,38.7223,-9.1393,Portugal,2023,
0,44.4268,26.1025,Romania,2023,
11,-25.7479,28.2293,South Africa,2023,
0,55.7558,37.6176,Russia,2023,
14,24.7136,46.6753,Saudi Arabia,2023,
315,40.4168,-3.7038,Spain,2023,
0,48.1486,17.1077,Slovakia,2023,
8,46.0569,14.5058,Slovenia,2023,
24,59.3293,18.0686,Sweden,2023,
82,46.947,7.4474,Switzerland,2023,
43,13.7563,100.5018,Thailand,2023,
134,10.6549,-61.5019,Trinidad and Tobago,2023,
95222,38.9072,-77.0369,United States of America,2023,
77,30.0444,31.2357,Egypt,2022,
121,-34.6037,-58.3816,Argentina,2022,
14788,-35.2809,149.13,Australia,2022,
108,48.2082,16.3738,Austria,2022,
85,50.8503,4.3517,Belgium,2022,
4621,-15.8267,-47.9292,Brazil,2022,
1303,45.4215,-75.6972,Canada,2022,
373,9.9281,-84.0907,Costa Rica,2022,
13,35.1856,33.3823,Cyprus,2022,
5,50.0755,14.4378,Czechia,2022,
14,55.6761,12.5683,Denmark,2022,
5,-0.1807,-78.4678,Ecuador,2022,
20,60.1695,24.9384,Finland,2022,
269,48.8566,2.3522,France,2022,
2747,51.5074,-0.1276,United Kingdom,2022,
317,52.52,13.405,Germany,2022,
84,37.9838,23.7275,Greece,2022,
6,45.815,15.9819,Croatia,2022,
10,-6.2088,106.8456,Indonesia,2022,
28,53.3498,-6.2603,Ireland,2022,
428,31.7683,35.2137,Israel,2022,
184,41.9028,12.4964,Italy,2022,
12,51.1694,71.4126,Kazakhstan,2022,
1164,37.5665,126.978,South Korea,2022,
5,47.0105,28.8638,Rep. of Moldova,2022,
43,19.4326,-99.1332,Mexico,2022,
16,3.139,101.6869,Malaysia,2022,
137,52.3676,4.9041,Netherlands,2022,
18,59.9139,10.7522,Norway,2022,
80,-41.2865,174.7762,New Zealand,2022,
16,33.6844,73.0479,Pakistan,2022,
13,-12.0464,-77.0428,Peru,2022,
5,14.5995,120.9842,Philippines,2022,
5,38.7223,-9.1393,Portugal,2022,
14,-25.7461,28.2293,South Africa,2022,
5,55.7558,37.6176,Russian Federation,2022,
14,24.7136,46.6753,Saudi Arabia,2022,
385,40.4168,-3.7038,Spain,2022,
5,46.0569,14.5058,Slovenia,2022,
28,59.3293,18.0686,Sweden,2022,
92,46.947,7.4474,Switzerland,2022,
79,13.7563,100.5018,Thailand,2022,
42,10.6918,-61.2225,Trinidad and Tobago,2022,
88554,38.8951,-77.0369,United States of America,2022,
